NOx,NO2,Temperature,Relative_Humidity
662.0,147.0,12.5,65.1
95.0,70.0,4.2,77.0
185.0,63.0,20.8,68.1
312.0,148.0,27.7,25.1
100.0,59.0,9.6,44.2
171.0,119.0,23.3,32.2
266.0,169.0,3.9,79.5
196.0,130.0,8.3,47.8
438.0,181.0,4.6,32.5
269.0,122.0,30.0,31.6
521.0,77.0,16.0,76.3
266.0,83.0,24.8,56.4
61.0,58.0,8.7,64.3
720.0,210.0,11.8,76.1
448.0,95.0,20.8,61.4
125.0,120.0,26.8,29.9
52.0,47.0,38.0,30.7
32.0,39.0,24.9,57.3
93.0,81.0,25.8,27.7
64.0,74.0,22.2,44.1
193.0,110.0,8.6,63.3
128.0,87.0,16.6,36.7
515.0,194.0,12.7,28.9
295.0,127.0,17.8,58.1
103.0,86.0,5.9,54.8
295.0,110.0,21.7,49.6
70.0,87.0,41.1,13.1
144.0,111.0,14.9,59.1
65.0,75.0,21.1,36.5
157.0,123.0,26.7,35.4
456.0,89.0,4.3,85.4
141.0,98.0,23.2,30.5
189.0,93.0,7.0,57.6
33.0,35.0,36.9,30.9
391.0,175.0,9.5,70.0
310.0,148.0,13.4,27.2
71.0,104.0,34.0,30.9
322.0,133.0,10.9,50.0
24.0,35.0,14.1,61.6
413.0,120.0,9.3,37.6
622.0,172.0,8.1,54.1
414.0,158.0,13.8,62.6
174.0,116.0,10.0,74.0
326.0,171.0,18.0,32.9
62.0,74.0,21.7,38.3
200.0,102.0,16.3,65.2
685.0,140.0,12.7,77.5
213.0,123.0,14.1,59.6
224.0,142.0,6.5,32.4
460.0,117.0,21.6,67.7
147.0,110.0,6.0,46.0
169.0,100.0,12.7,80.6
76.0,77.0,25.1,59.9
98.0,87.0,3.9,78.7
54.0,39.0,31.8,38.9
213.0,51.0,19.1,75.6
98.0,95.0,17.0,28.9
255.0,145.0,4.6,64.4
79.0,91.0,9.7,61.6
519.0,150.0,26.6,30.3
196.0,107.0,16.4,50.2
21.0,36.0,31.8,22.3
117.0,85.0,15.6,40.6
326.0,61.0,15.5,77.2
89.0,63.0,13.9,79.6
448.0,168.0,26.5,31.7
146.0,73.0,13.1,64.3
265.0,95.0,15.2,51.0
319.0,90.0,25.8,56.1
75.0,84.0,34.4,26.6
63.0,62.0,18.3,66.5
492.0,177.0,18.9,34.4
177.0,114.0,19.8,54.5
161.0,127.0,22.7,47.7
84.0,89.0,26.1,42.2
165.0,80.0,21.6,44.1
139.0,68.0,12.9,66.5
96.0,101.0,25.3,30.0
252.0,148.0,8.2,41.8
37.0,50.0,29.1,40.8
146.0,86.0,17.2,53.9
800.0,191.0,11.8,65.5
339.0,159.0,8.0,39.8
104.0,103.0,27.3,36.8
87.0,79.0,9.3,62.2
217.0,139.0,9.0,41.4
52.0,60.0,22.3,35.3
62.0,44.0,8.9,77.1
172.0,102.0,20.5,47.7
235.0,156.0,28.3,13.5
115.0,88.0,25.8,19.5
152.0,125.0,23.0,46.2
69.0,58.0,23.7,39.1
709.0,204.0,13.7,28.1
550.0,158.0,10.7,70.9
156.0,120.0,33.5,36.0
72.0,66.0,4.2,75.9
90.0,74.0,33.3,32.8
68.0,58.0,11.6,61.0
148.0,108.0,9.7,45.1
378.0,110.0,28.7,45.1
231.0,161.0,5.1,45.6
403.0,238.0,4.9,78.2
212.0,132.0,15.5,40.7
278.0,158.0,9.7,25.7
48.0,69.0,31.8,18.7
85.0,68.0,25.4,39.2
260.0,196.0,30.0,19.4
278.0,190.0,37.0,26.5
471.0,216.0,8.3,57.6
272.0,118.0,23.5,40.0
109.0,92.0,29.8,45.2
130.0,110.0,4.8,38.0
185.0,180.0,35.6,23.4
192.0,107.0,11.4,66.6
138.0,119.0,28.1,21.9
180.0,128.0,27.0,20.2
550.0,201.0,13.2,51.4
99.0,77.0,12.0,44.2
63.0,55.0,11.7,64.6
202.0,161.0,32.5,26.0
290.0,141.0,16.3,43.5
180.0,162.0,31.0,17.1
446.0,149.0,11.3,58.1
284.0,117.0,9.6,83.0
144.0,114.0,22.6,39.3
193.0,107.0,28.1,47.4
176.0,109.0,21.9,39.4
259.0,127.0,21.6,39.6
47.0,70.0,14.8,40.8
72.0,56.0,27.6,52.1
529.0,175.0,18.6,46.6
638.0,174.0,4.8,53.1
484.0,174.0,17.6,53.1
95.0,72.0,10.1,69.8
240.0,128.0,20.0,33.0
24.0,30.0,23.3,62.0
318.0,127.0,9.9,67.6
224.0,102.0,7.9,59.2
668.0,217.0,16.9,40.3
40.0,51.0,25.5,61.6
224.0,150.0,12.4,52.2
103.0,47.0,21.6,33.4
33.0,50.0,22.2,42.8
232.0,81.0,19.4,80.5
425.0,185.0,15.0,57.6
105.0,102.0,31.1,18.2
236.0,120.0,4.9,40.6
169.0,99.0,23.6,50.0
205.0,146.0,12.0,27.7
61.0,78.0,33.3,19.2
53.0,67.0,29.3,50.2
95.0,112.0,34.0,19.2
78.0,86.0,11.0,61.4
285.0,118.0,21.7,44.2
69.0,73.0,20.9,28.8
326.0,88.0,25.1,56.0
188.0,143.0,5.6,71.9
224.0,62.0,20.0,63.3
270.0,113.0,12.8,68.0
146.0,137.0,29.0,33.6
36.0,53.0,15.0,59.8
189.0,113.0,16.5,42.6
118.0,102.0,18.0,34.8
81.0,76.0,19.6,24.9
154.0,125.0,30.4,23.2
461.0,192.0,15.0,50.2
758.0,196.0,13.0,60.9
355.0,129.0,10.7,59.8
465.0,132.0,23.9,54.4
364.0,134.0,26.6,44.3
679.0,189.0,7.1,50.0
76.0,91.0,39.3,13.9
193.0,109.0,30.4,26.4
337.0,66.0,19.2,68.8
481.0,183.0,10.8,48.1
191.0,115.0,11.9,38.4
225.0,118.0,6.4,43.7
153.0,102.0,15.0,52.0
55.0,40.0,20.6,56.6
94.0,66.0,14.7,67.3
575.0,148.0,14.0,65.4
479.0,109.0,8.8,79.4
420.0,163.0,28.2,24.8
479.0,213.0,28.8,39.0
41.0,14.0,20.2,28.6
24.0,40.0,19.8,50.3
155.0,111.0,24.3,31.1
684.0,194.0,16.4,44.6
176.0,122.0,16.1,47.6
456.0,99.0,20.2,55.6
55.0,57.0,14.1,44.9
202.0,142.0,29.3,34.8
216.0,66.0,18.7,69.0
184.0,118.0,12.4,53.4
103.0,101.0,22.4,46.9
189.0,96.0,23.7,55.4
224.0,113.0,13.4,61.3
329.0,134.0,15.3,55.2
63.0,69.0,11.9,74.8
231.0,145.0,2.9,42.8
297.0,75.0,18.8,62.5
64.0,56.0,6.1,40.8
568.0,177.0,12.9,68.8
399.0,200.0,10.4,18.0
75.0,67.0,16.9,66.5
160.0,119.0,11.8,67.9
322.0,106.0,17.4,65.0
401.0,188.0,29.4,36.4
152.0,115.0,25.4,39.8
267.0,87.0,28.6,37.6
116.0,119.0,30.9,24.4
38.0,55.0,16.4,62.2
217.0,79.0,18.7,73.1
183.0,95.0,24.8,47.4
95.0,92.0,10.5,57.9
47.0,45.0,4.5,63.1
125.0,92.0,16.0,41.3
280.0,86.0,9.8,81.4
292.0,128.0,3.0,52.5
247.0,81.0,21.1,68.6
514.0,132.0,21.7,54.8
120.0,116.0,41.3,13.0
241.0,100.0,14.2,71.7
13.0,21.0,15.8,45.2
58.0,34.0,23.5,67.4
490.0,207.0,8.5,50.9
658.0,126.0,19.6,58.3
349.0,153.0,18.3,54.8
193.0,114.0,12.0,72.3
110.0,75.0,14.9,58.9
173.0,94.0,22.1,42.8
422.0,192.0,7.1,58.1
707.0,159.0,6.5,80.0
346.0,150.0,14.6,59.6
185.0,159.0,27.8,26.6
12.0,21.0,21.7,42.6
404.0,103.0,25.2,53.3
147.0,49.0,17.9,74.8
93.0,81.0,14.1,64.9
252.0,99.0,13.4,61.9
296.0,117.0,12.4,72.6
245.0,151.0,25.7,41.0
295.0,124.0,14.8,61.3
81.0,83.0,12.0,79.8
39.0,54.0,37.6,16.4
131.0,70.0,12.0,77.4
147.0,95.0,21.1,30.2
105.0,78.0,20.2,40.1
285.0,156.0,15.6,40.0
46.0,64.0,24.3,38.1
88.0,77.0,10.3,65.2
307.0,141.0,7.3,63.1
25.0,37.0,17.2,47.2
274.0,149.0,12.1,53.3
121.0,88.0,3.7,45.8
23.0,34.0,37.1,27.2
149.0,113.0,19.3,63.1
106.0,42.0,23.4,65.7
284.0,127.0,15.0,56.2
130.0,105.0,7.7,54.4
117.0,107.0,32.4,25.7
198.0,125.0,7.3,35.0
138.0,95.0,25.7,19.4
109.0,71.0,13.7,60.4
579.0,175.0,4.7,83.4
47.0,53.0,8.2,60.8
170.0,128.0,14.3,52.5
227.0,148.0,16.1,41.0
132.0,110.0,19.7,28.5
59.0,44.0,11.0,40.5
322.0,168.0,6.9,41.3
63.0,61.0,21.2,39.3
340.0,137.0,14.7,16.6
412.0,151.0,14.4,58.2
149.0,125.0,27.1,38.9
58.0,69.0,16.4,79.2
295.0,167.0,10.1,36.7
325.0,191.0,4.5,49.6
163.0,124.0,20.9,33.2
237.0,127.0,12.0,67.5
46.0,39.0,8.6,58.8
189.0,140.0,36.2,18.0
151.0,71.0,24.0,54.4
70.0,77.0,31.7,28.2
351.0,169.0,26.8,17.9
613.0,143.0,9.3,71.2
79.0,57.0,21.1,44.5
104.0,103.0,32.3,19.7
313.0,148.0,26.2,48.7
88.0,106.0,29.7,24.2
113.0,85.0,3.3,42.3
241.0,138.0,3.9,80.9
309.0,121.0,9.8,30.3
39.0,48.0,20.2,47.1
50.0,68.0,26.0,48.0
97.0,87.0,29.2,27.0
718.0,138.0,10.0,82.6
102.0,74.0,8.6,51.5
178.0,101.0,13.0,71.9
214.0,145.0,5.5,49.6
299.0,126.0,14.4,80.8
33.0,49.0,13.9,43.6
375.0,232.0,5.7,72.5
67.0,65.0,24.4,29.6
190.0,136.0,10.8,65.7
38.0,54.0,9.1,68.1
268.0,140.0,2.1,36.6
659.0,200.0,20.1,43.2
369.0,136.0,18.4,59.2
529.0,151.0,13.9,32.3
71.0,73.0,27.0,47.1
88.0,82.0,10.6,57.7
496.0,110.0,23.2,65.6
549.0,153.0,13.4,59.9
147.0,60.0,16.0,75.9
41.0,46.0,16.4,54.0
54.0,52.0,17.9,30.7
220.0,130.0,17.9,46.1
479.0,145.0,14.1,65.9
128.0,87.0,21.2,49.3
390.0,96.0,22.9,59.1
49.0,65.0,29.6,24.1
129.0,110.0,32.7,25.8
65.0,80.0,14.5,49.4
185.0,121.0,22.7,45.8
260.0,117.0,20.4,50.5
164.0,121.0,24.3,31.0
132.0,114.0,25.8,33.0
361.0,141.0,12.6,36.6
261.0,135.0,23.8,33.4
337.0,135.0,16.8,58.9
21.0,29.0,23.8,61.3
59.0,70.0,28.2,41.9
543.0,169.0,1.4,61.3
230.0,140.0,28.1,22.4
681.0,180.0,12.0,51.0
31.0,51.0,20.8,54.4
308.0,150.0,10.1,34.4
280.0,177.0,8.4,45.2
252.0,95.0,21.9,30.7
532.0,117.0,21.6,68.0
165.0,109.0,15.3,49.2
161.0,62.0,22.9,65.7
141.0,102.0,0.2,30.2
445.0,166.0,7.6,40.1
343.0,137.0,13.5,67.1
138.0,100.0,17.3,58.8
224.0,101.0,5.0,48.8
190.0,133.0,28.0,19.1
40.0,45.0,23.7,46.7
27.0,42.0,23.9,45.6
600.0,178.0,16.7,58.0
436.0,171.0,11.8,44.3
117.0,125.0,42.0,15.8
11.0,17.0,37.3,20.5
138.0,76.0,12.4,64.0
101.0,84.0,11.6,62.7
59.0,41.0,10.8,35.4
88.0,86.0,39.0,23.7
65.0,86.0,32.2,37.4
362.0,102.0,26.5,52.2
464.0,84.0,16.0,72.2
178.0,127.0,16.0,50.9
103.0,74.0,4.7,49.0
128.0,103.0,15.2,52.9
102.0,93.0,19.5,36.9
309.0,171.0,28.1,35.2
31.0,43.0,21.6,45.8
91.0,81.0,20.0,32.7
245.0,175.0,30.5,22.7
194.0,118.0,5.0,50.4
174.0,106.0,16.2,55.6
147.0,119.0,18.3,35.9
228.0,148.0,20.3,43.1
181.0,137.0,21.5,34.5
97.0,85.0,3.6,44.5
180.0,121.0,10.3,35.0
187.0,119.0,16.0,60.2
122.0,93.0,0.0,29.7
133.0,127.0,32.2,18.9
30.0,50.0,20.0,34.5
50.0,49.0,3.9,81.5
43.0,43.0,21.5,45.6
304.0,106.0,12.4,77.5
180.0,132.0,13.5,28.3
542.0,170.0,5.2,83.1
362.0,118.0,8.2,78.4
302.0,92.0,16.0,58.1
92.0,92.0,15.6,58.3
658.0,227.0,11.1,52.0
482.0,167.0,15.4,23.5
75.0,78.0,8.1,62.1
105.0,69.0,6.8,58.6
21.0,28.0,11.1,60.1
103.0,96.0,11.9,71.1
120.0,103.0,25.2,42.7
105.0,69.0,16.0,61.6
283.0,150.0,16.3,28.8
309.0,100.0,19.5,57.7
97.0,101.0,23.9,40.9
91.0,76.0,15.7,78.6
129.0,91.0,4.6,38.1
118.0,113.0,30.1,22.1
169.0,119.0,4.3,48.6
159.0,121.0,27.3,35.3
65.0,60.0,28.2,55.0
34.0,55.0,25.6,45.8
159.0,111.0,23.9,30.0
429.0,144.0,32.8,18.9
197.0,137.0,4.1,42.9
691.0,235.0,10.5,38.9
206.0,97.0,17.5,67.1
108.0,104.0,22.2,53.9
91.0,93.0,33.4,35.1
293.0,175.0,26.9,18.3
100.0,63.0,6.7,75.0
46.0,53.0,11.9,57.4
216.0,134.0,1.3,63.1
241.0,82.0,12.1,62.6
258.0,156.0,8.6,56.3
391.0,114.0,18.7,53.0
65.0,82.0,38.0,16.8
540.0,169.0,25.8,46.9
390.0,146.0,14.2,27.7
71.0,50.0,13.7,64.4
65.0,43.0,18.4,73.8
86.0,77.0,20.7,31.6
50.0,55.0,10.7,67.2
172.0,97.0,17.0,70.7
83.0,71.0,36.4,27.1
279.0,116.0,16.9,56.5
581.0,159.0,13.6,58.9
282.0,165.0,32.4,24.8
253.0,141.0,33.7,15.4
116.0,91.0,14.4,43.6
128.0,84.0,11.1,50.5
89.0,67.0,10.7,69.5
77.0,78.0,14.2,64.1
358.0,159.0,14.2,57.8
186.0,129.0,29.3,15.8
92.0,86.0,21.3,26.4
39.0,56.0,38.9,15.6
270.0,130.0,15.9,59.4
263.0,161.0,25.8,23.2
341.0,145.0,8.1,85.0
52.0,71.0,12.9,33.9
598.0,191.0,25.8,44.2
191.0,127.0,10.7,37.2
258.0,167.0,6.6,46.0
203.0,74.0,22.1,67.3
728.0,182.0,14.1,57.8
112.0,96.0,16.1,53.1
227.0,116.0,1.3,65.3
353.0,179.0,24.3,23.7
707.0,170.0,15.8,70.5
303.0,175.0,5.3,80.2
155.0,117.0,26.1,30.0
571.0,196.0,20.8,31.3
100.0,63.0,11.5,38.0
155.0,109.0,7.5,65.9
75.0,54.0,29.1,48.4
284.0,117.0,5.5,66.5
19.0,30.0,21.0,53.1
118.0,92.0,29.1,37.4
76.0,88.0,29.9,37.9
764.0,246.0,9.5,39.0
355.0,147.0,12.0,34.3
58.0,49.0,4.0,47.8
149.0,126.0,24.5,35.7
371.0,135.0,20.2,72.3
47.0,52.0,23.4,34.9
47.0,62.0,22.8,48.9
263.0,97.0,13.2,75.8
324.0,181.0,5.5,43.5
26.0,35.0,17.3,54.1
55.0,74.0,12.4,31.9
596.0,162.0,12.9,61.5
127.0,93.0,10.6,59.5
177.0,107.0,23.4,39.4
55.0,50.0,3.1,44.4
25.0,34.0,26.1,60.3
257.0,88.0,23.4,40.4
602.0,178.0,11.4,62.9
278.0,174.0,39.6,16.9
95.0,99.0,14.1,46.0
199.0,137.0,8.5,36.3
555.0,119.0,18.0,74.8
219.0,143.0,4.3,49.4
228.0,121.0,24.7,46.4
276.0,149.0,13.6,63.5
100.0,82.0,6.3,49.6
251.0,149.0,19.6,35.5
143.0,47.0,24.5,61.3
141.0,120.0,31.9,38.4
474.0,113.0,20.8,58.7
259.0,144.0,14.7,47.0
214.0,84.0,16.9,81.4
459.0,155.0,14.3,61.2
355.0,218.0,4.6,77.6
258.0,67.0,18.5,70.4
98.0,51.0,15.7,76.3
114.0,45.0,14.9,72.3
172.0,143.0,32.6,24.1
404.0,184.0,5.5,60.2
79.0,88.0,14.8,60.6
103.0,51.0,24.1,59.0
71.0,77.0,37.4,14.7
15.0,24.0,21.3,54.9
144.0,117.0,27.2,42.5
223.0,131.0,3.0,60.2
51.0,54.0,21.6,45.3
489.0,188.0,27.5,38.1
306.0,143.0,22.1,27.6
159.0,103.0,11.9,32.4
21.0,36.0,37.9,15.9
333.0,188.0,14.6,44.5
75.0,62.0,23.8,65.0
134.0,120.0,26.8,45.1
289.0,96.0,13.8,85.3
106.0,90.0,11.5,56.8
172.0,102.0,25.7,33.0
39.0,35.0,25.0,60.7
193.0,125.0,15.7,60.2
82.0,91.0,7.1,61.8
25.0,33.0,22.5,48.6
332.0,106.0,18.2,55.8
148.0,100.0,16.1,57.4
192.0,138.0,21.5,24.5
72.0,81.0,21.1,26.2
272.0,139.0,26.4,29.9
261.0,116.0,12.4,24.0
215.0,160.0,32.8,33.4
166.0,111.0,11.3,58.0
21.0,30.0,15.6,44.4
552.0,167.0,3.9,57.3
553.0,204.0,28.5,37.2
562.0,181.0,19.1,36.7
123.0,112.0,20.8,33.2
68.0,57.0,14.8,63.5
152.0,101.0,13.9,80.4
527.0,122.0,13.2,69.9
183.0,102.0,9.8,41.9
481.0,174.0,26.1,24.8
30.0,34.0,37.4,28.2
272.0,161.0,7.2,56.7
332.0,193.0,5.8,42.0
224.0,85.0,22.2,48.0
143.0,63.0,24.3,63.3
135.0,68.0,22.5,52.3
277.0,134.0,10.2,49.4
182.0,124.0,6.2,51.3
166.0,117.0,24.4,40.0
152.0,119.0,14.7,55.9
173.0,64.0,18.2,41.9
391.0,127.0,14.6,46.5
39.0,41.0,24.7,55.9
274.0,120.0,32.1,33.5
444.0,90.0,20.2,68.9
161.0,118.0,22.7,22.9
190.0,129.0,13.9,53.6
215.0,109.0,16.0,78.5
500.0,215.0,8.5,42.4
319.0,135.0,14.2,54.1
316.0,121.0,17.9,51.4
510.0,90.0,12.3,79.0
101.0,75.0,4.1,52.2
180.0,128.0,9.2,34.5
37.0,52.0,17.6,54.6
180.0,112.0,18.2,58.8
120.0,108.0,28.2,28.7
568.0,200.0,19.3,34.7
197.0,126.0,9.6,81.1
57.0,39.0,10.7,36.0
181.0,125.0,10.4,74.4
214.0,104.0,21.7,53.9
317.0,111.0,25.4,50.8
95.0,59.0,14.0,55.2
382.0,126.0,6.6,83.3
277.0,70.0,12.4,77.1
226.0,71.0,22.0,67.0
626.0,204.0,10.8,52.4
459.0,146.0,4.7,82.3
102.0,96.0,11.8,50.8
214.0,89.0,31.6,25.5
353.0,138.0,32.6,34.8
157.0,103.0,23.5,41.2
92.0,70.0,9.0,23.1
120.0,90.0,5.7,50.1
174.0,130.0,25.0,28.7
357.0,172.0,7.8,41.3
100.0,58.0,15.5,42.4
289.0,156.0,18.8,31.5
43.0,54.0,35.1,25.2
42.0,27.0,15.3,53.1
119.0,89.0,19.2,35.4
558.0,126.0,21.4,59.4
47.0,63.0,26.7,40.0
108.0,113.0,42.8,14.3
224.0,71.0,20.8,73.1
260.0,107.0,8.8,71.0
623.0,140.0,14.4,65.8
92.0,107.0,14.3,55.4
318.0,104.0,21.9,53.1
145.0,102.0,13.8,64.7
159.0,114.0,29.2,9.8
80.0,82.0,26.1,30.3
147.0,130.0,22.3,32.1
331.0,136.0,24.0,43.1
51.0,58.0,27.2,28.2
481.0,152.0,4.5,53.0
211.0,106.0,17.0,50.5
290.0,170.0,3.8,83.8
436.0,147.0,10.7,65.0
79.0,73.0,18.8,49.0
745.0,158.0,15.6,71.4
121.0,108.0,19.2,44.9
52.0,69.0,22.4,34.9
67.0,77.0,35.2,22.3
75.0,62.0,8.5,51.9
91.0,93.0,17.6,47.6
231.0,145.0,10.2,55.8
206.0,95.0,4.8,64.6
58.0,64.0,21.1,47.1
169.0,77.0,23.5,57.7
27.0,26.0,4.1,45.9
386.0,132.0,12.8,73.6
279.0,99.0,17.8,36.5
102.0,73.0,21.8,33.9
445.0,129.0,20.7,58.6
472.0,165.0,9.9,44.0
326.0,92.0,22.3,57.1
469.0,123.0,18.0,58.0
594.0,155.0,9.7,61.9
484.0,200.0,14.1,60.8
215.0,122.0,20.8,54.4
287.0,105.0,8.4,75.9
172.0,125.0,29.0,33.4
138.0,103.0,20.2,28.5
141.0,94.0,22.3,24.1
188.0,140.0,26.7,28.9
73.0,83.0,27.8,52.6
467.0,119.0,22.3,62.5
180.0,86.0,11.7,78.6
178.0,123.0,19.8,44.3
112.0,70.0,21.5,45.6
242.0,117.0,12.1,65.6
169.0,64.0,23.1,47.0
228.0,177.0,39.2,14.5
239.0,161.0,18.4,33.8
115.0,101.0,28.9,29.3
109.0,62.0,10.6,61.3
157.0,118.0,13.8,32.4
159.0,113.0,21.0,22.3
227.0,124.0,33.5,19.9
126.0,106.0,16.6,35.6
258.0,138.0,21.0,37.9
363.0,109.0,21.3,55.8
35.0,44.0,20.2,53.8
79.0,81.0,28.2,19.4
189.0,84.0,14.8,37.5
102.0,97.0,30.1,23.5
28.0,22.0,10.4,38.6
803.0,115.0,10.3,80.3
235.0,126.0,5.7,44.1
124.0,97.0,25.7,28.4
37.0,34.0,1.4,53.8
127.0,48.0,15.5,78.5
104.0,97.0,26.0,22.7
155.0,149.0,40.4,14.5
282.0,184.0,33.7,22.6
237.0,142.0,3.3,52.2
202.0,139.0,26.5,35.0
169.0,137.0,35.3,18.8
71.0,60.0,0.7,41.2
106.0,77.0,4.0,50.4
118.0,110.0,28.9,41.0
532.0,214.0,13.5,35.0
57.0,62.0,25.9,64.5
174.0,117.0,11.8,56.6
312.0,162.0,29.8,33.1
32.0,39.0,35.4,31.3
88.0,76.0,19.3,51.4
52.0,60.0,22.0,31.9
87.0,81.0,3.3,84.5
93.0,79.0,7.3,48.7
56.0,64.0,13.7,61.6
57.0,76.0,13.1,26.8
261.0,107.0,21.7,50.6
128.0,100.0,12.0,61.1
407.0,194.0,15.5,45.0
44.0,74.0,26.4,52.2
178.0,132.0,34.2,27.2
143.0,105.0,29.4,38.7
204.0,154.0,16.3,56.6
147.0,87.0,22.1,61.3
256.0,145.0,16.7,57.4
77.0,73.0,25.9,28.7
166.0,114.0,12.0,53.3
358.0,141.0,26.9,34.4
677.0,116.0,18.6,66.3
109.0,98.0,29.3,35.9
320.0,109.0,16.9,66.1
502.0,188.0,9.4,36.7
111.0,116.0,25.3,30.9
209.0,119.0,23.6,47.3
26.0,43.0,22.1,53.5
287.0,113.0,8.0,76.2
28.0,40.0,38.5,14.8
368.0,133.0,11.5,68.7
224.0,101.0,5.3,73.2
204.0,100.0,28.4,28.3
239.0,128.0,12.3,78.3
79.0,91.0,28.4,34.4
117.0,95.0,22.5,36.8
324.0,111.0,18.1,20.8
41.0,66.0,11.6,33.6
93.0,74.0,27.0,40.8
99.0,94.0,36.3,16.0
245.0,118.0,35.5,21.2
157.0,129.0,11.3,71.3
122.0,103.0,14.9,52.0
84.0,95.0,27.3,49.4
226.0,106.0,3.3,68.2
25.0,37.0,18.4,27.6
36.0,59.0,20.8,32.3
161.0,123.0,25.9,25.9
39.0,50.0,34.3,22.5
107.0,52.0,23.8,60.2
140.0,74.0,19.4,69.3
334.0,137.0,6.2,59.6
42.0,56.0,39.0,15.1
344.0,138.0,12.5,63.2
89.0,89.0,21.4,22.7
95.0,107.0,30.4,26.5
641.0,152.0,17.8,45.7
419.0,101.0,19.8,81.0
141.0,88.0,20.1,57.0
278.0,163.0,8.9,38.1
271.0,168.0,19.4,42.5
379.0,115.0,17.3,57.1
129.0,54.0,15.6,70.8
95.0,58.0,13.7,67.8
163.0,116.0,5.6,48.0
67.0,61.0,27.5,50.4
304.0,152.0,28.5,31.7
242.0,126.0,14.4,77.4
429.0,134.0,10.7,34.2
209.0,139.0,12.7,74.2
299.0,147.0,12.5,32.3
137.0,117.0,28.5,23.8
61.0,62.0,30.1,25.4
196.0,123.0,7.8,65.5
51.0,60.0,23.6,38.1
485.0,158.0,13.0,53.9
644.0,212.0,10.6,55.3
355.0,187.0,17.5,40.7
176.0,113.0,35.3,13.8
22.0,33.0,26.7,61.0
51.0,68.0,38.5,21.8
154.0,120.0,4.3,36.6
216.0,155.0,27.6,25.7
89.0,101.0,15.3,61.4
73.0,76.0,19.2,42.3
210.0,117.0,3.7,76.4
101.0,81.0,8.0,53.8
154.0,87.0,23.1,41.3
124.0,108.0,24.7,36.9
94.0,77.0,17.7,56.4
116.0,99.0,19.1,26.2
227.0,133.0,6.7,49.5
251.0,112.0,24.2,27.2
127.0,58.0,22.7,30.2
92.0,84.0,23.9,34.3
151.0,115.0,8.4,56.3
247.0,165.0,30.1,32.8
481.0,144.0,16.4,72.1
93.0,94.0,14.1,40.2
156.0,85.0,2.2,60.1
117.0,125.0,37.6,21.1
179.0,68.0,18.6,60.0
43.0,54.0,25.7,37.9
407.0,94.0,21.3,66.3
270.0,141.0,14.0,76.3
90.0,93.0,27.5,31.6
174.0,97.0,11.0,57.3
132.0,99.0,13.2,31.8
155.0,117.0,3.8,45.9
84.0,82.0,8.1,79.0
198.0,49.0,18.7,74.4
262.0,182.0,10.8,25.2
50.0,45.0,7.1,56.0
115.0,64.0,13.2,62.9
54.0,62.0,35.1,29.6
351.0,176.0,9.4,27.3
190.0,137.0,27.3,40.7
706.0,165.0,6.1,60.5
219.0,140.0,27.2,22.5
111.0,90.0,28.0,46.9
693.0,193.0,8.0,38.3
59.0,51.0,6.9,42.2
249.0,147.0,16.1,50.2
128.0,104.0,12.5,58.9
619.0,226.0,13.8,43.6
97.0,77.0,11.6,76.4
244.0,130.0,13.3,35.6
135.0,100.0,18.5,42.8
120.0,117.0,35.1,19.2
81.0,72.0,8.4,48.6
150.0,96.0,2.9,48.7
245.0,142.0,23.7,31.0
59.0,28.0,17.2,33.9
191.0,151.0,24.7,31.5
25.0,36.0,21.4,47.8
94.0,79.0,2.6,58.6
210.0,77.0,20.8,71.7
165.0,121.0,9.3,33.8
193.0,106.0,34.6,22.4
510.0,192.0,15.3,52.6
252.0,144.0,14.2,65.4
254.0,163.0,11.2,36.2
120.0,105.0,24.0,47.3
123.0,92.0,24.2,21.7
66.0,62.0,25.6,37.0
61.0,81.0,20.9,59.8
58.0,65.0,15.6,63.9
337.0,117.0,18.9,18.9
344.0,164.0,5.4,65.8
402.0,205.0,1.3,67.2
185.0,142.0,35.4,14.7
532.0,127.0,21.7,62.9
276.0,135.0,33.0,20.1
714.0,204.0,12.7,30.0
341.0,180.0,30.9,28.2
145.0,99.0,21.5,47.9
141.0,74.0,15.0,52.8
345.0,153.0,6.8,36.1
168.0,115.0,27.1,38.8
295.0,144.0,0.3,61.0
196.0,127.0,16.9,52.3
649.0,247.0,12.1,36.9
101.0,82.0,8.8,40.0
99.0,91.0,9.8,50.8
461.0,135.0,22.9,61.6
169.0,120.0,33.5,22.9
105.0,86.0,24.6,36.7
174.0,114.0,18.6,42.8
193.0,113.0,9.5,64.1
216.0,118.0,22.4,41.1
189.0,142.0,4.2,78.2
75.0,73.0,20.5,49.3
207.0,110.0,13.8,58.2
52.0,64.0,37.9,12.7
137.0,93.0,20.7,42.4
161.0,121.0,25.6,33.3
96.0,43.0,16.1,69.3
272.0,121.0,11.5,46.4
383.0,82.0,16.2,75.9
36.0,45.0,32.2,40.3
242.0,91.0,19.3,71.6
123.0,75.0,3.1,69.2
289.0,165.0,5.9,45.4
165.0,137.0,37.4,17.3
36.0,48.0,38.9,20.3
99.0,85.0,13.3,61.8
136.0,121.0,27.4,28.2
11.0,16.0,27.7,52.5
350.0,128.0,15.6,62.0
206.0,126.0,31.9,18.3
384.0,187.0,18.8,49.2
216.0,148.0,26.5,27.0
254.0,100.0,20.2,54.5
499.0,94.0,23.7,49.1
